,links,movie,cert,rateoc,rateou
5896,memphis,Memphis,Not Rated,65,tbd
5897,my-week-with-marilyn,My Week with Marilyn,R,65,7.8
5898,marie-antoinette,Marie Antoinette,PG-13,65,5.8
5899,firecreek,Firecreek,TV-14,65,tbd
5900,kill-your-darlings,Kill Your Darlings,R,65,6.7
5901,indiana-jones-and-the-kingdom-of-the-crystal-skull,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,65,5.4
5902,scott-walker-30-century-man,Scott Walker: 30 Century Man,Not Rated,65,7.6
5903,salt,Salt,PG-13,65,6.4
5904,battle-for-haditha,Battle for Haditha,R,65,6.6
5905,the-hunger-games-mockingjay---part-2,The Hunger Games: Mockingjay - Part 2,PG-13,65,6.6
5906,i-love-you-phillip-morris,I Love You Phillip Morris,R,65,6.7
5907,venus-and-serena,Venus and Serena,PG-13,65,5.2
5908,tucker-dale-vs-evil,Tucker & Dale vs Evil,R,65,8.0
5909,the-french-minister,The French Minister,Not Rated,65,7.5
5910,everything-must-go,Everything Must Go,R,65,6.3
5911,la-bamba,La Bamba,PG-13,65,7.8
5912,a-skin-so-soft,A Skin So Soft,Not Rated,65,tbd
5913,amazing-grace,Amazing Grace,PG,65,8.1
5914,naz-maalik,Naz & Maalik,Not Rated,65,tbd
5915,francine,Francine,Not Rated,65,tbd
5916,one-last-kiss,One Last Kiss,R,65,5.6
5917,a-room-for-romeo-brass,A Room for Romeo Brass,R,65,8.0
5918,the-end-of-the-affair,The End of the Affair,R,65,7.8
5919,last-night,Last Night,R,65,8.1
5920,mystery-men,Mystery Men,PG-13,65,5.7
5921,indiana-jones-and-the-last-crusade,Indiana Jones and the Last Crusade,PG-13,65,8.5
5922,dirty-dancing,Dirty Dancing,PG-13,65,7.6
5923,saving-mr-banks,Saving Mr. Banks,PG-13,65,7.6
5924,the-warriors,The Warriors,R,65,8.6
5925,made-in-dagenham,Made in Dagenham,R,65,6.5
5926,beauty-and-the-beast-2017,Beauty and the Beast,PG,65,6.7
5927,wheel-of-time,Wheel of Time,Not Rated,65,6.0
5928,ivory-tower,Ivory Tower,PG-13,65,tbd
5929,sin,Sin,Not Rated,65,tbd
5930,the-polka-king,The Polka King,TV-14,65,6.2
5931,dancer,Dancer,Not Rated,65,tbd
5932,the-confirmation,The Confirmation,PG-13,65,6.6
5933,x-men-first-class,X-Men: First Class,PG-13,65,7.8
5934,the-prince-of-tides,The Prince of Tides,R,65,8.5
5935,goldeneye,GoldenEye,PG-13,65,7.0
5936,deathgasm,Deathgasm,Not Rated,65,6.0
5937,honeymoon,Honeymoon,R,65,6.7
5938,tekkon-kinkurito,Tekkon kinkurîto,R,65,7.3
5939,1001-grams,1001 Grams,Not Rated,65,tbd
5940,alien-covenant,Alien: Covenant,R,65,5.7
5941,the-guernsey-literary-and-potato-peel-pie-society,The Guernsey Literary and Potato Peel Pie Society,TV-14,65,7.1
5942,sunset,Sunset,Not Rated,65,7.7
5943,metro-manila,Metro Manila,Not Rated,65,8.1
5944,basquiat,Basquiat,R,65,6.7
5945,critical-thinking,Critical Thinking,Not Rated,65,tbd
5946,bull,Bull,Not Rated,65,tbd
5947,monsters-inc-2,Monsters University,G,65,7.6
5948,school-ties,School Ties,PG-13,65,7.3
5949,creem-americas-only-rock-n-roll-magazine,Creem: America's Only Rock 'n' Roll Magazine,Not Rated,65,tbd
5950,deadpool,Deadpool,R,65,8.0
5951,maxed-out-hard-times-easy-credit-and-the-era-of-predatory-lenders,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",Unrated,65,5.4
5952,the-spongebob-movie-sponge-on-the-run,The SpongeBob Movie: Sponge on the Run,PG,65,7.0
5953,the-courier-2020,The Courier,Not Rated,65,7.0
5954,the-lego-movie-2,The LEGO Movie 2: The Second Part,PG,65,6.7
5955,the-disappearance-of-alice-creed,The Disappearance of Alice Creed,R,65,6.9
5956,call-jane,Call Jane,Not Rated,65,tbd
5957,the-matador-2005,The Matador,R,65,8.7
5958,maudie,Maudie,Not Rated,65,7.5
5959,ae-fond-kiss,Ae Fond Kiss...,R,65,7.3
5960,panic-room,Panic Room,R,65,8.5
5961,the-town-is-quiet,The Town Is Quiet,Not Rated,65,7.3
5962,pola-x,Pola X,Not Rated,65,7.6
5963,dick,Dick,PG-13,65,8.0
5964,arlington-road,Arlington Road,R,65,8.6
5965,true-crime,True Crime,R,65,7.2
5966,honk-for-jesus-save-your-soul,Honk for Jesus. Save Your Soul.,Not Rated,65,tbd
5967,never-grow-old,Never Grow Old,R,65,6.8
5968,take-me-to-the-river-2015,Take Me to the River,Not Rated,65,4.8
5969,love-in-the-buff,Love in the Buff,Not Rated,65,tbd
5970,bad-news-bears,Bad News Bears,PG-13,65,6.4
5971,high-rise,High-Rise,Not Rated,65,5.1
5972,helmut-newton-the-bad-and-the-beautiful,Helmut Newton: The Bad and the Beautiful,Not Rated,65,tbd
5973,young-sherlock-holmes,Young Sherlock Holmes,PG-13,65,7.4
5974,the-paper-chase,The Paper Chase,PG,65,tbd
5975,the-living-end,The Living End,Unrated,65,tbd
5976,timecode,Timecode,R,65,1.4
5977,paradise-love,Paradise: Love,Not Rated,65,5.8
5978,the-boys-in-the-band-1970,The Boys in the Band,R,65,tbd
5979,miss-americana,Miss Americana,TV-MA,65,8.7
5980,air-doll,Air Doll (2009),Unrated,65,7.4
5981,the-robber,The Robber,Not Rated,65,5.9
5982,water-lilies,Water Lilies,Not Rated,65,7.2
5983,hockney,Hockney,Not Rated,65,tbd
5984,through-the-fire,Through the Fire,Not Rated,65,7.5
5985,mortal-thoughts,Mortal Thoughts,R,65,tbd
5986,wild-grass,Wild Grass,PG,65,6.4
5987,entertainment,Entertainment,R,65,6.1
5988,dan-in-real-life,Dan in Real Life,PG-13,65,6.6
5989,get-him-to-the-greek,Get Him to the Greek,R,65,6.8
5990,the-powerpuff-girls,The Powerpuff Girls,PG,65,6.9
5991,the-art-of-self-defense,The Art of Self-Defense,R,65,6.5
5992,saving-face,Saving Face,R,65,7.4
5993,cadillac-records,Cadillac Records,R,65,7.2
5994,ali,Ali,R,65,6.8
5995,the-transfiguration,The Transfiguration,Not Rated,65,7.0
5996,deidra-laney-rob-a-train,Deidra & Laney Rob a Train,TV-14,65,tbd
5997,troublemakers-the-story-of-land-art,Troublemakers: The Story of Land Art,Not Rated,65,tbd
5998,samsara,Samsara,PG-13,65,7.9
5999,knuckle,Knuckle,R,65,7.5
6000,twelve-and-holding,Twelve and Holding,R,65,8.3
6001,se7en,Seven,R,65,8.9
6002,crooklyn,Crooklyn,PG-13,65,6.4
6003,el-topo,El Topo,TV-MA,65,6.8
6004,the-jungle-book,The Jungle Book,Approved,65,8.1
6005,a-fistful-of-dollars,A Fistful of Dollars,R,65,8.1
6006,tetro,Tetro,R,65,6.7
6007,clerks-ii,Clerks II,R,65,7.2
6008,unknown-white-male,Unknown White Male,PG-13,65,3.9
6009,knocking,Knocking,Not Rated,65,tbd
6010,coco-before-chanel,Coco Before Chanel,PG-13,65,7.0
6011,find-me-guilty,Find Me Guilty,R,65,7.4
6012,washington-heights,Washington Heights,R,65,6.5
6013,i-am-not-madame-bovary,I Am Not Madame Bovary,Not Rated,65,6.9
6014,telling-lies-in-america,Telling Lies in America,PG-13,65,4.3
6015,the-parallax-view,The Parallax View,R,65,7.0
6016,in-the-fade,In the Fade,Not Rated,65,7.4
6017,we-are-still-here,We Are Still Here,Not Rated,65,6.3
6018,the-swell-season,The Swell Season,Not Rated,65,tbd
6019,animals-2019,Animals,Not Rated,65,tbd
6020,a-letter-to-momo,A Letter to Momo,Not Rated,65,5.5
6021,klaus,Klaus,PG,65,8.7
6022,tyrannosaur,Tyrannosaur,Not Rated,65,7.6
6023,walk-on-water,Walk on Water,Unrated,65,7.5
6024,rodents-of-unusual-size,Rodents of Unusual Size,Not Rated,65,tbd
6025,daughters-of-the-sun,Daughters of the Sun,Not Rated,65,tbd
6026,grazias-island,Grazia's Island,PG-13,65,7.7
6027,sex-and-lucia,Sex and Lucia,TV-MA,65,7.4
6028,sleepy-hollow,Sleepy Hollow,R,65,8.7
6029,sweet-dreams-1985,Sweet Dreams,PG-13,65,tbd
6030,chrystal,Chrystal,R,65,7.4
6031,when-you-finish-saving-the-world,When You Finish Saving the World,Not Rated,65,tbd
6032,a-brilliant-young-mind,A Brilliant Young Mind,Not Rated,65,6.7
6033,vincent-theo,Vincent & Theo,PG-13,65,6.2
6034,darkman,Darkman,R,65,8.8
6035,high-society,High Society,Approved,65,7.0
6036,oliver-twist,Oliver Twist,PG-13,65,7.3
6037,aviva,Aviva,Not Rated,65,tbd
6038,hostiles,Hostiles,R,65,7.2
6039,bully-coward-victim-the-story-of-roy-cohn,Bully. Coward. Victim. The Story of Roy Cohn,Not Rated,65,tbd
6040,do-i-sound-gay,Do I Sound Gay?,Not Rated,65,5.0
6041,coherence,Coherence,Not Rated,65,8.0
6042,the-we-and-the-i,The We and the I,Not Rated,65,tbd
6043,come-sunday,Come Sunday,TV-14,65,tbd
6044,generation-p,Generation P,Not Rated,65,6.3
6045,soapdish,Soapdish,PG-13,65,7.4
6046,the-gangster-the-cop-the-devil,"The Gangster, the Cop, the Devil",Not Rated,65,8.1
6047,cargo-2018,Cargo,Not Rated,65,6.0
6048,a-soldiers-daughter-never-cries,A Soldier's Daughter Never Cries,R,65,tbd
6049,the-unknown-girl,The Unknown Girl,Not Rated,65,6.6
6050,the-hallow,The Hallow,Not Rated,65,6.2
6051,on-moonlight-bay,On Moonlight Bay,Approved,65,tbd
6052,the-overnight,The Overnight,R,65,7.1
6053,hanna,Hanna,PG-13,65,7.7
6054,lone-wolf-mcquade,Lone Wolf McQuade,PG,65,7.1
6055,pacific-rim,Pacific Rim,PG-13,65,7.5
6056,night-catches-us,Night Catches Us,R,65,8.3
6057,swallow,Swallow,R,65,6.4
6058,the-autopsy-of-jane-doe,The Autopsy of Jane Doe,Not Rated,65,6.9
6059,red-flag,Red Flag,Not Rated,65,tbd
6060,the-warrior,The Warrior,R,65,6.0
6061,lauberge-espagnole,L'Auberge Espagnole,R,65,7.4
6062,we-were-soldiers,We Were Soldiers,R,65,6.7
6063,the-gingerbread-man,The Gingerbread Man,R,65,6.7
6064,scream,Scream,TV-MA,65,8.8
6065,cocoon,Cocoon,PG-13,65,7.9
6066,harry-potter-and-the-deathly-hallows-part-i,Harry Potter and the Deathly Hallows: Part I,PG-13,65,7.6
6067,black-47,Black '47,R,65,7.0
6068,dont-leave-home,Don't Leave Home,Not Rated,65,tbd
6069,the-aggressives,The Aggressives,Not Rated,65,6.6
6070,the-lovers-and-the-despot,The Lovers and the Despot,Unrated,65,tbd
6071,aristide-and-the-endless-revolution,Aristide and the Endless Revolution,Not Rated,65,8.1
6072,ondine,Ondine,PG-13,65,6.9
6073,plus-one-2019,Plus One,Not Rated,65,6.2
6074,down-in-the-valley,Down in the Valley,R,65,6.5
6075,touch-me-not,Touch Me Not,Not Rated,65,tbd
6076,bonsai,Bonsái,Not Rated,65,tbd
6077,in-a-better-world,In a Better World,R,65,7.9
6078,we-are-what-we-are,We Are What We Are,Unrated,65,6.4
6079,monsieur-n,Monsieur N.,Unrated,65,tbd
6080,mississippi-burning,Mississippi Burning,R,65,8.4
6081,the-year-of-living-dangerously,The Year of Living Dangerously,PG,65,7.7
6082,point-and-shoot,Point and Shoot,Not Rated,65,tbd
6083,agnes,Agnes,Not Rated,65,tbd
6084,photograph,Photograph,PG-13,65,6.5
6085,james-journey-to-jerusalem,James' Journey to Jerusalem,Unrated,65,4.3
6086,fassbinder-to-love-without-demands,Fassbinder: To Love Without Demands,Not Rated,65,tbd
6087,close-to-home,Close to Home,Not Rated,64,tbd
6088,outrage,Outrage,R,64,8.2
6089,the-pillow-book,The Pillow Book,NC-17,64,6.7
6090,comic-con-episode-four-a-fans-hope,Comic-Con Episode IV: A Fan's Hope,PG-13,64,6.9
6091,the-way,The Way,Not Rated,64,7.2
6092,the-rover,The Rover,R,64,7.1
6093,absence-of-malice,Absence of Malice,PG,64,8.0
6094,sky-captain-and-the-world-of-tomorrow,Sky Captain and the World of Tomorrow,PG,64,7.6
6095,napoleon-dynamite,Napoleon Dynamite,PG,64,7.4
6096,about-adam,About Adam,R,64,tbd
6097,dr-t-and-the-women,Dr T and the Women,R,64,8.0
6098,cold-weather,Cold Weather,Unrated,64,4.7
6099,true-mothers,True Mothers,Not Rated,64,tbd
6100,suffragette,Suffragette,PG-13,64,6.8
6101,guilty-by-suspicion,Guilty by Suspicion,PG-13,64,8.3
6102,les-notres,Les Nôtres,Not Rated,64,tbd
6103,interview,Interview,R,64,6.9
6104,cavite,Cavite,Not Rated,64,7.4
6105,folk-hero-funny-guy,Folk Hero & Funny Guy,Not Rated,64,tbd
6106,zarafa,Zarafa,Not Rated,64,6.1
6107,sample-this,Sample This,Not Rated,64,tbd
6108,where-the-day-takes-you,Where the Day Takes You,R,64,tbd
6109,sunshine,Sunshine,R,64,7.3
6110,mean-dreams,Mean Dreams,R,64,6.9
6111,south-central,South Central,R,64,tbd
6112,he-got-game,He Got Game,R,64,8.4
6113,runoff,Runoff,R,64,8.1
6114,the-muppets-take-manhattan,The Muppets Take Manhattan,G,64,8.0
6115,enforcement,Enforcement,Not Rated,64,4.1
6116,to-all-the-boys-ive-loved-before,To All the Boys I've Loved Before,TV-14,64,7.6
6117,heaven-help-us,Heaven Help Us,R,64,tbd
6118,dual,Dual,R,64,tbd
6119,frozen-2,Frozen II,PG,64,6.8
6120,mother-and-child,Mother and Child,R,64,7.6
6121,the-apparition-2018,The Apparition,Not Rated,64,tbd
6122,examined-life,Examined Life,Not Rated,64,tbd
6123,the-vanishing-2019,The Vanishing,R,64,6.0
6124,the-beautiful-country,The Beautiful Country,R,64,8.1
6125,the-whale,The Whale,G,64,5.8
6126,real-life,Real Life,PG,64,tbd
6127,disconnect,Disconnect,R,64,7.8
6128,gretel-and-hansel,Gretel & Hansel,PG-13,64,5.0
6129,goat,Goat,R,64,7.3
6130,tae-guk-gi-the-brotherhood-of-war,Tae Guk Gi: The Brotherhood of War,R,64,8.1
6131,herods-law,Herod's Law,R,64,7.7
6132,one-swallow-brought-spring,One Swallow Brought Spring,Not Rated,64,5.5
6133,8-women,8 Women,R,64,6.4
6134,frailty,Frailty,R,64,8.7
6135,the-tic-code,The Tic Code,R,64,tbd
6136,joe-the-king,Joe the King,R,64,6.2
6137,pennies-from-heaven,Pennies from Heaven,TV-MA,64,tbd
6138,the-drovers-wife,The Drover's Wife: The Legend of Molly Johnson,Not Rated,64,tbd
6139,sleeping-with-other-people,Sleeping with Other People,R,64,6.9
6140,soundtrack-for-a-revolution,Soundtrack for a Revolution,Not Rated,64,tbd
6141,wanted,Wanted,R,64,4.7
6142,new-nightmare,Wes Craven's New Nightmare,R,64,7.0
6143,fighting-for-life,Fighting for Life,Not Rated,64,tbd
6144,i-am-taraneh-i-am-fifteen-years-old,"I Am Taraneh, I Am Fifteen Years Old",Not Rated,64,7.9
6145,the-goodbye-girl,The Goodbye Girl,PG,64,7.1
6146,adoration,Adoration,R,64,5.6
6147,gaia,Gaia,R,64,5.1
6148,the-kings-choice,The King's Choice,Not Rated,64,7.1
6149,looking-for-mr-goodbar,Looking for Mr. Goodbar,TV-14,64,tbd
6150,thunderball,Thunderball,GP,64,6.7
6151,outbreak,Outbreak,R,64,6.6
6152,jcvd,JCVD,R,64,8.1
6153,captain-marvel,Captain Marvel,PG-13,64,2.9
6154,ghosts-of-cite-soleil,Ghosts of Cité Soleil,Not Rated,64,7.8
6155,dolphin-tale,Dolphin Tale,PG,64,6.8
6156,a-better-life,A Better Life,PG-13,64,7.3
6157,hot-shots!-part-deux,Hot Shots! Part Deux,PG-13,64,7.8
6158,the-notorious-bettie-page,The Notorious Bettie Page,R,64,6.8
6159,the-eight-hundred,The Eight Hundred,Not Rated,64,7.1
6160,a-thousand-years-of-good-prayers,A Thousand Years of Good Prayers,Unrated,64,tbd
6161,clockwatchers,Clockwatchers,PG-13,64,tbd
6162,westwood-punk-icon-activist,"Westwood: Punk, Icon, Activist",Not Rated,64,tbd
6163,elf,Elf,PG,64,8.5
6164,poohs-heffalump-movie,Pooh's Heffalump Movie,G,64,7.1
6165,the-innkeepers,The Innkeepers,R,64,6.1
6166,catch-me-daddy,Catch Me Daddy,Not Rated,64,6.0
6167,that-man-peter-berlin,That Man: Peter Berlin,Not Rated,64,6.9
6168,father-and-son,Father and Son,Unrated,64,7.1
6169,sister-helen,Sister Helen,Not Rated,64,tbd
6170,demonlover,Demonlover,Unrated,64,5.9
6171,northfork,Northfork,PG-13,64,5.1
6172,one-hour-photo,One Hour Photo,R,64,7.5
6173,the-prince-of-egypt,The Prince of Egypt,PG,64,8.6
6174,gattaca,Gattaca,PG-13,64,8.7
6175,cop-land,Cop Land,R,64,6.5
6176,beavis-and-butt-head-do-america,Beavis and Butt-Head Do America,PG-13,64,7.5
6177,quartet,Quartet,PG-13,64,6.1
6178,adam-2019,Adam,Not Rated,64,2.0
6179,prometheus,Prometheus,R,64,6.5
6180,northern-soul,Northern Soul,R,64,6.2
6181,orgasm-inc,Orgasm Inc.,Not Rated,64,7.8
6182,new-york-new-york-1977,"New York, New York",PG,64,5.9
6183,paper-clips,Paper Clips,G,64,6.9
6184,fast-color,Fast Color,PG-13,64,7.0
6185,doing-time-doing-vipassana,"Doing Time, Doing Vipassana",Not Rated,64,7.8
6186,mimosas,Mimosas,Not Rated,64,tbd
6187,slash,Slash,Not Rated,64,tbd
6188,goon,Goon,R,64,7.2
6189,princesas,Princesas,Not Rated,64,8.5
6190,always-be-my-maybe,Always Be My Maybe,PG-13,64,6.8
6191,the-french-lieutenants-woman,The French Lieutenant's Woman,R,64,6.4
6192,teenage,Teenage,Not Rated,64,tbd
6193,the-patience-stone,The Patience Stone,R,64,8.0
6194,the-truth-about-cats-dogs,The Truth About Cats & Dogs,PG-13,64,8.2
6195,renoir,Renoir,R,64,6.5
6196,straight-time,Straight Time,R,64,tbd
6197,grateful-dawg,Grateful Dawg,PG-13,64,tbd
6198,the-other-lamb,The Other Lamb,NR,64,6.5
6199,big-bad-wolves,Big Bad Wolves,Not Rated,64,7.1
6200,the-pursuit-of-happyness,The Pursuit of Happyness,PG-13,64,7.2
6201,wolfgang,Wolfgang,Not Rated,64,tbd
6202,eight-below,Eight Below,PG,64,7.7
6203,bombshell,Bombshell,R,64,6.2
6204,suspiria-2018,Suspiria,R,64,7.1
6205,belle,Belle,PG,64,7.4
6206,through-a-lens-darkly,Through a Lens Darkly: Black Photographers And The Emergence Of A People,Not Rated,64,tbd
6207,avenue-montaigne,Avenue Montaigne,PG-13,64,7.5
6208,1408,1408,PG-13,64,8.2
6209,watcher,Watcher,Not Rated,64,tbd
6210,chain,Chain,Not Rated,64,tbd
6211,harold-kumar-go-to-white-castle,Harold & Kumar Go to White Castle,Unrated,64,8.2
6212,mondays-in-the-sun,Mondays in the Sun,R,64,8.6
6213,gigantic-a-tale-of-two-johns,Gigantic (A Tale of Two Johns),Not Rated,64,6.8
6214,blackboards,Blackboards,Not Rated,64,tbd
6215,enigma,Enigma,R,64,6.1
6216,the-low-down,The Low Down,Not Rated,64,tbd
6217,the-sixth-sense,The Sixth Sense,PG-13,64,8.8
6218,bettie-page-reveals-all,Bettie Page Reveals All,R,64,5.9
6219,whitney-can-i-be-me,Whitney: Can I Be Me,NR,64,7.3
6220,medora,Medora,Not Rated,64,tbd
6221,domaine,Domain,Not Rated,64,tbd
6222,keep-an-eye-out,Keep an Eye Out,Not Rated,64,tbd
6223,xx,XX,Not Rated,64,3.1
6224,fright-night,Fright Night,R,64,7.2
6225,ready-or-not,Ready or Not,R,64,7.6
6226,che,Che,Not Rated,64,7.0
6227,wolke-neun,Wolke Neun,Not Rated,64,tbd
6228,youth,Youth,Not Rated,64,7.1
6229,the-kidnapping-of-michel-houellebecq,The Kidnapping of Michel Houellebecq,Not Rated,64,tbd
6230,look-both-ways,Look Both Ways,PG-13,64,6.2
6231,the-hills-have-eyes-1977,The Hills Have Eyes,R,64,6.3
6232,saboteur,Saboteur,TV-PG,64,7.6
6233,toys-in-the-attic,Toys in the Attic,Not Rated,64,tbd
6234,continental-divide,Continental Divide,PG,64,tbd
6235,silkwood,Silkwood,R,64,8.4
6236,beautiful-girls,Beautiful Girls,R,64,8.6
6237,the-phantom-of-the-open,The Phantom of the Open,PG-13,64,tbd
6238,kurt-vonnegut-unstuck-in-time,Kurt Vonnegut: Unstuck in Time,Not Rated,64,tbd
6239,born-to-be-blue,Born to be Blue,Not Rated,64,6.5
6240,nasty-baby,Nasty Baby,R,64,5.5
6241,wolfen,Wolfen,R,64,8.3
6242,come-early-morning,Come Early Morning,R,64,7.5
6243,muppet-treasure-island,Muppet Treasure Island,G,64,7.4
6244,before-we-vanish,Before We Vanish,Not Rated,64,6.6
6245,the-fury,The Fury,TV-MA,64,6.0
6246,enzo-avitabile-music-life,Enzo Avitabile Music Life,Not Rated,64,tbd
6247,the-wanderers,The Wanderers,R,64,tbd
6248,the-electric-horseman,The Electric Horseman,PG,64,tbd
6249,pick-of-the-litter,Pick of the Litter,NR,64,tbd
6250,holy-hell,Holy Hell,Not Rated,64,6.7
6251,gypsy,Gypsy,Not Rated,64,tbd
6252,kaboom,Kaboom,Unrated,64,6.4
6253,mongolian-ping-pong,Mongolian Ping Pong,Not Rated,64,tbd
6254,team-america-world-police,Team America: World Police,R,64,7.5
6255,intermission,Intermission,Not Rated,64,7.5
6256,identity,Identity,R,64,8.9
6257,hell-house,Hell House,Not Rated,64,tbd
6258,peau-dhomme-coeur-de-bete,Peau d'homme coeur de bête,Not Rated,64,6.5
6259,venus-beaute-institut,Vénus beauté (institut),R,64,5.7
6260,american-psycho,American Psycho,NC-17,64,8.7
6261,living-out-loud,Living Out Loud,R,64,5.5
6262,grand-canyon,Grand Canyon,R,64,8.4
6263,swiss-army-man,Swiss Army Man,R,64,7.3
6264,chinese-puzzle,Chinese Puzzle,Not Rated,64,5.8
6265,glass-chin,Glass Chin,Not Rated,64,tbd
6266,you-kill-me,You Kill Me,R,64,8.3
6267,cogans-trade,Killing Them Softly,R,64,6.1
6268,barb-and-star-go-to-vista-del-mar,Barb & Star Go to Vista Del Mar,PG-13,64,6.0
6269,brideshead-revisited,Brideshead Revisited,PG-13,64,5.7
6270,infinitely-polar-bear,Infinitely Polar Bear,R,64,7.4
6271,comedy-of-power,Comedy of Power,Not Rated,64,8.0
6272,fifty-fifty,Fifty-Fifty,Not Rated,64,7.3
6273,cloverfield,Cloverfield,PG-13,64,6.4
6274,miles-ahead,Miles Ahead,R,64,6.3
6275,fury,Fury,R,64,7.3
6276,tamara-drewe,Tamara Drewe,R,64,6.4
6277,to-the-bone,To the Bone,TV-MA,64,6.6
6278,fool-for-love,Fool for Love,R,64,tbd
6279,the-reception,The Reception,Not Rated,64,tbd
6280,the-cotton-club-encore,The Cotton Club Encore,Not Rated,64,tbd
6281,following-sean,Following Sean,Unrated,64,tbd
6282,micki-+-maude,Micki + Maude,PG-13,64,tbd
6283,the-young-victoria,The Young Victoria,PG,64,7.9
6284,the-road,The Road,R,64,7.5
6285,bombay-rose,Bombay Rose,PG-13,64,tbd
6286,cross-of-iron,Cross of Iron,R,64,tbd
6287,surfs-up,Surf's Up,PG,64,8.1
6288,miss-sloane,Miss Sloane,R,64,7.1
6289,vivarium,Vivarium,Not Rated,64,5.3
6290,sleep-furiously,Sleep Furiously,Not Rated,64,tbd
6291,aka,AKA,R,64,tbd
6292,the-dancer-upstairs,The Dancer Upstairs,R,64,7.1
6293,the-princess-and-the-warrior,The Princess and the Warrior,TV-MA,64,7.0
6294,the-luzhin-defence,The Luzhin Defence,PG-13,64,tbd
6295,the-parent-trap,The Parent Trap,PG,64,7.7
6296,hieronymus-bosch-touched-by-the-devil,"Hieronymus Bosch, Touched by the Devil",Not Rated,64,tbd
6297,the-chaser,The Chaser,Not Rated,64,8.0
6298,lions-den,Lion's Den,Not Rated,64,tbd
6299,room,Room,Not Rated,64,4.8
6300,inside-deep-throat,Inside Deep Throat,NC-17,64,7.4
6301,lady-jane,Lady Jane,PG-13,64,tbd
6302,come-to-daddy,Come to Daddy,R,64,6.2
6303,coming-through-the-rye,Coming Through The Rye,PG-13,64,tbd
6304,nadja,Nadja,R,64,tbd
6305,conan-obrien-cant-stop,Conan O'Brien Can't Stop,Not Rated,64,6.4
6306,the-road-to-guantanamo,The Road to Guantanamo,R,64,7.6
6307,the-happy-prince,The Happy Prince,R,64,6.6
6308,the-last-rites-of-joe-may,The Last Rites of Joe May,R,64,6.4
6309,nick-and-norahs-infinite-playlist,Nick and Norah's Infinite Playlist,PG-13,64,6.2
6310,ant-man,Ant-Man,PG-13,64,7.7
6311,the-hunger-games-mockingjay---part-1,The Hunger Games: Mockingjay - Part 1,PG-13,64,6.3
6312,where-to-invade-next,Where to Invade Next,R,64,7.4
6313,big-time-adolescence,Big Time Adolescence,R,64,7.0
6314,men-chicken,Men & Chicken,Not Rated,64,7.1
6315,the-naked-prey,The Naked Prey,Approved,64,tbd
6316,the-us-vs-john-lennon,The U.S. vs. John Lennon,PG-13,64,8.2
6317,tip-top,Tip Top,Not Rated,64,tbd
6318,the-almost-man,The Almost Man,Not Rated,64,tbd
